instruction,output,code,correct_name,question_type,disease_id,wrong_name
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N392 là bệnh Bệnh đái tháo đường phụ thuộc insuline (Có biến chứng xác định khác).",Sai,N392,"Protein niệu [Tiểu đạm] tư thế, không đặc hiệu",incorrect_pairing,N392_0_no,Bệnh đái tháo đường phụ thuộc insuline (Có biến chứng xác định khác)
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã J661 là bệnh Điều chỉnh và quản lý các dụng cụ cấy ghép khác.",Sai,J661,Bệnh Flax - Dresser,incorrect_pairing,J661_0_no,Điều chỉnh và quản lý các dụng cụ cấy ghép khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q55 là bệnh Rau bong non khác.",Sai,Q55,Các dị tật bẩm sinh khác của cơ quan sinh dục nam,incorrect_pairing,Q55_0_no,Rau bong non khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã R261 là bệnh Dáng đi liệt.",Đúng,R261,Dáng đi liệt,correct_pairing,R261_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã H319 là bệnh Viêm tuyến tiền liệt cấp.",Sai,H319,"Bệnh hắc mạc, không đặc hiệu",incorrect_pairing,H319_0_no,Viêm tuyến tiền liệt cấp
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T731 là bệnh Tác động của khát.",Đúng,T731,Tác động của khát,correct_pairing,T731_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M3604 là bệnh Nhiễm nấm coccidioides ở da.",Sai,M3604,"Viêm da cơ và viêm đa cơ tự miễn trong các bệnh lý khối u (C00-D48†), bàn tay",incorrect_pairing,M3604_0_no,Nhiễm nấm coccidioides ở da
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã J108 là bệnh Cảm cúm với biểu hiện khác, virus cúm được định danh khác.",Đúng,J108,"Cảm cúm với biểu hiện khác, virus cúm được định danh khác",correct_pairing,J108_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N46 là bệnh Vô sinh nam.",Đúng,N46,Vô sinh nam,correct_pairing,N46_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã G638 là bệnh U ác của xương và sụn khớp của chi, không đặc hiệu.",Sai,G638,"Bệnh đa dây thần kinh trong bệnh khác, phân loại nơi khác",incorrect_pairing,G638_0_no,"U ác của xương và sụn khớp của chi, không đặc hiệu"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã C779 là bệnh Gãy phần khác xương đùi.",Sai,C779,"U ác thứ phát và không đặc hiệu của hạch lympho, không xác định",incorrect_pairing,C779_0_no,Gãy phần khác xương đùi
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P589 là bệnh Rối loạn lời nói, chưa được phân loại ở phần khác.",Sai,P589,Vàng da sơ sinh do huyết tán quá mức không được định rõ,incorrect_pairing,P589_0_no,"Rối loạn lời nói, chưa được phân loại ở phần khác"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T806 là bệnh Viêm đốt sống do Brucella (A23.-†), bàn tay.",Sai,T806,Phản ứng huyết thanh khác,incorrect_pairing,T806_0_no,"Viêm đốt sống do Brucella (A23.-†), bàn tay"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M122 là bệnh Viêm màng hoạt dịch thể lông nốt (sắc tố).",Đúng,M122,Viêm màng hoạt dịch thể lông nốt (sắc tố),correct_pairing,M122_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P529 là bệnh Chảy máu nội sọ (không chấn thương) không được định rõ của thai nhi và trẻ sơ sinh.",Đúng,P529,Chảy máu nội sọ (không chấn thương) không được định rõ của thai nhi và trẻ sơ sinh,correct_pairing,P529_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q651 là bệnh Nhiễm histoplasma.",Sai,Q651,"Trật khớp háng bẩm sinh, hai bên",incorrect_pairing,Q651_0_no,Nhiễm histoplasma
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã C048 là bệnh U ác với tổn thương chồng lấn của sàn miệng.",Đúng,C048,U ác với tổn thương chồng lấn của sàn miệng,correct_pairing,C048_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Y515 là bệnh Chất ưu tiên trên cảm thụ  adrenergic, không xếp loại ở nơi khác.",Đúng,Y515,"Chất ưu tiên trên cảm thụ  adrenergic, không xếp loại ở nơi khác",correct_pairing,Y515_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z282 là bệnh Chưa tiêm chủng do người bệnh chưa quyết định và những lý do không xác định khác.",Đúng,Z282,Chưa tiêm chủng do người bệnh chưa quyết định và những lý do không xác định khác,correct_pairing,Z282_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N047 là bệnh Bất thường không xác định và các bất thường khác của nhịp tim.",Sai,N047,"Hội chứng thận hư, viêm cầu thận hình liềm lan tỏa",incorrect_pairing,N047_0_no,Bất thường không xác định và các bất thường khác của nhịp tim
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P719 là bệnh Các rối loạn tạm thời không chỉ rõ của chuyển hóa calci và magnesi ở trẻ sơ sinh.",Đúng,P719,Các rối loạn tạm thời không chỉ rõ của chuyển hóa calci và magnesi ở trẻ sơ sinh,correct_pairing,P719_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã E049 là bệnh Hẹp dạ dày và chít hẹp dạng đồng hồ cát.",Sai,E049,"bướu giáp không độc, không đặc hiệu",incorrect_pairing,E049_0_no,Hẹp dạ dày và chít hẹp dạng đồng hồ cát
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã X79 là bệnh Cố tình tự hại bằng vật tầy.",Đúng,X79,Cố tình tự hại bằng vật tầy,correct_pairing,X79_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã A17 là bệnh Tác động nhiệt và ánh sáng, chưa xác định.",Sai,A17,Lao hệ thần kinh,incorrect_pairing,A17_0_no,"Tác động nhiệt và ánh sáng, chưa xác định"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T178 là bệnh Người trên xe buýt (bus) bị thương trong tai nạn giao thông có biết đặc điểm.",Sai,T178,Dị vật nơi khác và nhiều phần của đường hô hấp,incorrect_pairing,T178_0_no,Người trên xe buýt (bus) bị thương trong tai nạn giao thông có biết đặc điểm
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã H653 là bệnh Các dị tật bẩm sinh khác của chi trên, kể cả vòng ngực.",Sai,H653,Viêm tai giữa tiết nhày mạn,incorrect_pairing,H653_0_no,"Các dị tật bẩm sinh khác của chi trên, kể cả vòng ngực"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã C836 là bệnh Nhiễm histoplasma capsulatum ở phổi cấp tính.",Sai,C836,U lympho không Hodgkin không biệt hóa tỏa rộng,incorrect_pairing,C836_0_no,Nhiễm histoplasma capsulatum ở phổi cấp tính
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T439 là bệnh Gãy thân cả xương trụ và xương quay, gãy kín.",Sai,T439,"Ngộ độc Thuốc hướng tâm thần, chưa xác định",incorrect_pairing,T439_0_no,"Gãy thân cả xương trụ và xương quay, gãy kín"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M1480 là bệnh Bệnh khớp trong các bệnh đặc hiệu khác đã được phân loại mục khác, Nhiều vị trí.",Đúng,M1480,"Bệnh khớp trong các bệnh đặc hiệu khác đã được phân loại mục khác, Nhiều vị trí",correct_pairing,M1480_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã J929 là bệnh Mảng màng phổi không do amian.",Đúng,J929,Mảng màng phổi không do amian,correct_pairing,J929_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã A27 là bệnh Bệnh do leptospira.",Đúng,A27,Bệnh do leptospira,correct_pairing,A27_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã B021 là bệnh Áp xe và u hạt nội sọ và nội tủy trong bệnh phân loại ở mục khác.",Sai,B021,Viêm màng não do Zoster (G02.0*),incorrect_pairing,B021_0_no,Áp xe và u hạt nội sọ và nội tủy trong bệnh phân loại ở mục khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q270 là bệnh Sự có mặt của dụng cụ cấy chân răng và hàm má.",Sai,Q270,Không có hoặc thiểu sản động mạch rốn bẩm sinh,incorrect_pairing,Q270_0_no,Sự có mặt của dụng cụ cấy chân răng và hàm má
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T040 là bệnh Tổn thương dập nát tác động đầu với cổ.",Đúng,T040,Tổn thương dập nát tác động đầu với cổ,correct_pairing,T040_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M256 là bệnh Viêm phổi do metapneumovirus người.",Sai,M256,"cứng khớp, không xếp loại ở mục khác",incorrect_pairing,M256_0_no,Viêm phổi do metapneumovirus người
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M259 là bệnh Các biến đổi khác của thận và niệu quản trong các bệnh đã được phân loại ở phần khác.",Sai,M259,Các bệnh khớp không đặc hiệu,incorrect_pairing,M259_0_no,Các biến đổi khác của thận và niệu quản trong các bệnh đã được phân loại ở phần khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T851 là bệnh Biến chứng cơ học của cấy kích thích điện tử của hệ thần kinh.",Đúng,T851,Biến chứng cơ học của cấy kích thích điện tử của hệ thần kinh,correct_pairing,T851_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z975 là bệnh Sự có mặt của dụng cụ tránh thai (trong tử cung).",Đúng,Z975,Sự có mặt của dụng cụ tránh thai (trong tử cung),correct_pairing,Z975_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q189 là bệnh Dị tật bẩm sinh ở mặt và cổ, không đặc hiệu.",Đúng,Q189,"Dị tật bẩm sinh ở mặt và cổ, không đặc hiệu",correct_pairing,Q189_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã L139 là bệnh Các bệnh da bọng nước không đặc hiệu.",Đúng,L139,Các bệnh da bọng nước không đặc hiệu,correct_pairing,L139_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã B259 là bệnh Bệnh do cytomegalovirus, không đặc hiệu.",Đúng,B259,"Bệnh do cytomegalovirus, không đặc hiệu",correct_pairing,B259_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q101 là bệnh Lộn mí bẩm sinh.",Đúng,Q101,Lộn mí bẩm sinh,correct_pairing,Q101_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N429 là bệnh Mang mầm bệnh nhiễm khuẩn.",Sai,N429,"Biến đổi của tuyến tiền liệt, không đặc hiệu",incorrect_pairing,N429_0_no,Mang mầm bệnh nhiễm khuẩn
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S3731 là bệnh Bệnh hô hấp mãn tính xuất phát từ giai đoạn chu sinh.",Sai,S3731,"Vết thương niệu đạo, có vết thương hở vào ổ bụng",incorrect_pairing,S3731_0_no,Bệnh hô hấp mãn tính xuất phát từ giai đoạn chu sinh
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S3691 là bệnh Vết thương cơ quan trong ổ bụng không xác định, có vết thương hở vào ổ bụng.",Đúng,S3691,"Vết thương cơ quan trong ổ bụng không xác định, có vết thương hở vào ổ bụng",correct_pairing,S3691_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã G405 là bệnh Hội chứng động kinh đặc hiệu.",Đúng,G405,Hội chứng động kinh đặc hiệu,correct_pairing,G405_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã C329 là bệnh U ác của thanh quản, không đặc hiệu.",Đúng,C329,"U ác của thanh quản, không đặc hiệu",correct_pairing,C329_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã A067 là bệnh Đa chấn thương cắt cụt chưa xác định.",Sai,A067,Nhiễm amíp ở da,incorrect_pairing,A067_0_no,Đa chấn thương cắt cụt chưa xác định
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã H802 là bệnh Xốp xơ ốc tai.",Đúng,H802,Xốp xơ ốc tai,correct_pairing,H802_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã D531 là bệnh Ngộ độc Thuốc chẩn đoán.",Sai,D531,"Các thiếu máu nguyên hồng cầu khổng lồ khác, chưa được phân loại ở phần khác",incorrect_pairing,D531_0_no,Ngộ độc Thuốc chẩn đoán
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã W27 là bệnh Bệnh cơ xác định khác.",Sai,W27,Tiếp xúc với dụng cụ thủ công không động cơ,incorrect_pairing,W27_0_no,Bệnh cơ xác định khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P800 là bệnh Đục thể thủy tinh xác định khác.",Sai,P800,Hội chứng tổn thương do lạnh,incorrect_pairing,P800_0_no,Đục thể thủy tinh xác định khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã C059 là bệnh Bệnh đái tháo đường không phụ thuộc insuline (Có biến chứng không xác định khác).",Sai,C059,"U ác của khẩu cái, không đặc hiệu",incorrect_pairing,C059_0_no,Bệnh đái tháo đường không phụ thuộc insuline (Có biến chứng không xác định khác)
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M311 là bệnh Bệnh tăng sinh miễn dịch ác tính.",Sai,M311,Bệnh vi mạch có huyết khối,incorrect_pairing,M311_0_no,Bệnh tăng sinh miễn dịch ác tính
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T149 là bệnh Tổn thương, chưa xác định.",Đúng,T149,"Tổn thương, chưa xác định",correct_pairing,T149_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã A852 là bệnh Rối loạn chức năng gan trong bệnh nhiễm trùng và nhiễm ký sinh trùng được phân loại nơi khác.",Sai,A852,"Viêm não virus do tiết túc truyền, không đặc hiệu",incorrect_pairing,A852_0_no,Rối loạn chức năng gan trong bệnh nhiễm trùng và nhiễm ký sinh trùng được phân loại nơi khác
